Model,MDO3014
Firmware Version,1.22

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-07,
Horizontal Delay,1.816e-05,
Sample Interval,4e-10,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,250
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,50
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH2,CH3
2.764200e-05,0,-2
2.764240e-05,0,-2
2.764280e-05,0,0
2.764320e-05,0,-2
2.764360e-05,0,0
2.764400e-05,0,0
2.764440e-05,0,0
2.764480e-05,0,0
2.764520e-05,0,-2
2.764560e-05,0,-2
2.764600e-05,0,0
2.764640e-05,0,-2
2.764680e-05,0,-2
2.764720e-05,0,0
2.764760e-05,0,0
2.764800e-05,0,0
2.764840e-05,0,-2
2.764880e-05,0,0
2.764920e-05,0,0
2.764960e-05,0,0
2.765000e-05,0,0
2.765040e-05,0,0
2.765080e-05,0,0
2.765120e-05,0,-2
2.765160e-05,0,-2
2.765200e-05,0,0
2.765240e-05,0,0
2.765280e-05,0,-2
2.765320e-05,0,0
2.765360e-05,0,-2
2.765400e-05,0,-2
2.765440e-05,0,-2
2.765480e-05,-0.2,0
2.765520e-05,-0.2,0
2.765560e-05,0,0
2.765600e-05,0,-2
2.765640e-05,0,0
2.765680e-05,0,0
2.765720e-05,0,-2
2.765760e-05,0,0
2.765800e-05,0,0
2.765840e-05,0,-2
2.765880e-05,0,0
2.765920e-05,0,0
2.765960e-05,-0.2,2
2.766000e-05,0,0
2.766040e-05,0,0
2.766080e-05,0,0
2.766120e-05,0,-2
2.766160e-05,0,0
2.766200e-05,0,-2
2.766240e-05,0,0
2.766280e-05,0,0
2.766320e-05,0,-2
2.766360e-05,0,-2
2.766400e-05,0,0
2.766440e-05,0,0
2.766480e-05,0.2,-2
2.766520e-05,0,0
2.766560e-05,0,0
2.766600e-05,0,0
2.766640e-05,0,0
2.766680e-05,-0.2,-2
2.766720e-05,0,0
2.766760e-05,0,2
2.766800e-05,0,0
2.766840e-05,0,0
2.766880e-05,-0.2,0
2.766920e-05,0,0
2.766960e-05,0.2,0
2.767000e-05,0,-2
2.767040e-05,-0.2,-2
2.767080e-05,-0.2,0
2.767120e-05,0,0
2.767160e-05,0,0
2.767200e-05,0,-2
2.767240e-05,0,-2
2.767280e-05,0,0
2.767320e-05,0,0
2.767360e-05,0,-2
2.767400e-05,0,0
2.767440e-05,0.2,0
2.767480e-05,0,0
2.767520e-05,0,-2
2.767560e-05,0,0
2.767600e-05,0,-2
2.767640e-05,0,0
2.767680e-05,0,-2
2.767720e-05,-0.2,0
2.767760e-05,0,0
2.767800e-05,0,-2
2.767840e-05,0,0
2.767880e-05,0,-2
2.767920e-05,0,-2
2.767960e-05,0,-2
2.768000e-05,0,0
2.768040e-05,0,-2
2.768080e-05,0,0
2.768120e-05,0,0
2.768160e-05,0,-2
2.768200e-05,0,0
2.768240e-05,0,0
2.768280e-05,0,0
2.768320e-05,0,-2
2.768360e-05,0,-2
2.768400e-05,0,0
2.768440e-05,0,0
2.768480e-05,0,0
2.768520e-05,0,0
2.768560e-05,0,-2
2.768600e-05,0,0
2.768640e-05,0,-2
2.768680e-05,0,0
2.768720e-05,0,0
2.768760e-05,0,0
2.768800e-05,0,-2
2.768840e-05,0,-2
2.768880e-05,0,0
2.768920e-05,0,0
2.768960e-05,0,-2
2.769000e-05,0,-2
2.769040e-05,0,-2
2.769080e-05,0,-4
2.769120e-05,-0.2,-2
2.769160e-05,0,0
2.769200e-05,-0.2,0
2.769240e-05,0,0
2.769280e-05,0,0
2.769320e-05,0,0
2.769360e-05,0,-2
2.769400e-05,0,-2
2.769440e-05,-0.2,-2
2.769480e-05,0,-2
2.769520e-05,0,-2
2.769560e-05,0,0
2.769600e-05,0,0
2.769640e-05,-0.2,-2
2.769680e-05,0,-2
2.769720e-05,0,-2
2.769760e-05,-0.2,-2
2.769800e-05,-0.2,0
2.769840e-05,0,0
2.769880e-05,0,-2
2.769920e-05,0,0
2.769960e-05,0,0
2.770000e-05,0,0
2.770040e-05,0,-2
2.770080e-05,-0.2,0
2.770120e-05,0,-2
2.770160e-05,0,-2
2.770200e-05,0,-2
2.770240e-05,0,-2
2.770280e-05,0,-2
2.770320e-05,0,-2
2.770360e-05,0,-2
2.770400e-05,0,0
2.770440e-05,0,0
2.770480e-05,0,0
2.770520e-05,0,0
2.770560e-05,0,-2
2.770600e-05,-0.2,-2
2.770640e-05,-0.2,0
2.770680e-05,0,-2
2.770720e-05,0,0
2.770760e-05,0,0
2.770800e-05,0,0
2.770840e-05,0,0
2.770880e-05,0,0
2.770920e-05,0,0
2.770960e-05,0,0
2.771000e-05,0,0
2.771040e-05,0,0
2.771080e-05,0,-2
2.771120e-05,0,0
2.771160e-05,0,-2
2.771200e-05,0,0
2.771240e-05,0,-2
2.771280e-05,0,-2
2.771320e-05,0,0
2.771360e-05,0,-2
2.771400e-05,0,0
2.771440e-05,-0.2,-2
2.771480e-05,0,-2
2.771520e-05,0,-2
2.771560e-05,0,-2
2.771600e-05,0,-2
2.771640e-05,0,0
2.771680e-05,0,-2
2.771720e-05,0,0
2.771760e-05,-0.2,-2
2.771800e-05,0,-2
2.771840e-05,0,0
2.771880e-05,0.2,-2
2.771920e-05,0,-2
2.771960e-05,0,-2
2.772000e-05,0,0
2.772040e-05,0,0
2.772080e-05,0,0
2.772120e-05,0,-2
2.772160e-05,0,-2
2.772200e-05,-0.2,-2
2.772240e-05,0,0
2.772280e-05,-0.2,0
2.772320e-05,0,0
2.772360e-05,0,-2
2.772400e-05,0,0
2.772440e-05,0,-2
2.772480e-05,0,-2
2.772520e-05,0,-2
2.772560e-05,0,-2
2.772600e-05,0,0
2.772640e-05,0,0
2.772680e-05,0,-2
2.772720e-05,0,-2
2.772760e-05,0,0
2.772800e-05,0,0
2.772840e-05,-0.2,-2
2.772880e-05,0,-2
2.772920e-05,-0.2,0
2.772960e-05,0,0
2.773000e-05,0,0
2.773040e-05,0,-2
2.773080e-05,0,-2
2.773120e-05,0,0
2.773160e-05,0,-2
2.773200e-05,0,-2
2.773240e-05,0,-2
2.773280e-05,0,0
2.773320e-05,0,-2
2.773360e-05,0,0
2.773400e-05,0,-2
2.773440e-05,0,0
2.773480e-05,0.2,-2
2.773520e-05,0,0
2.773560e-05,-0.2,-2
2.773600e-05,-0.2,0
2.773640e-05,0,0
2.773680e-05,0,0
2.773720e-05,0,-2
2.773760e-05,0,0
2.773800e-05,0,-2
2.773840e-05,0,-2
2.773880e-05,0,-2
2.773920e-05,0,0
2.773960e-05,0,0
2.774000e-05,0,-2
2.774040e-05,0,0
2.774080e-05,0.2,-2
2.774120e-05,0,-2
2.774160e-05,0,0
2.774200e-05,0,0
2.774240e-05,0,0
2.774280e-05,0,0
2.774320e-05,0,-2
2.774360e-05,0,-2
2.774400e-05,-0.2,-2
2.774440e-05,0,-2
2.774480e-05,0,0
2.774520e-05,0,-2
2.774560e-05,0,-2
2.774600e-05,0,0
2.774640e-05,0,0
2.774680e-05,0,-2
2.774720e-05,0,0
2.774760e-05,0,-2
2.774800e-05,0,0
2.774840e-05,0,0
2.774880e-05,0,0
2.774920e-05,0,-2
2.774960e-05,0,0
2.775000e-05,0,-2
2.775040e-05,0,-2
2.775080e-05,0,-2
2.775120e-05,0,0
2.775160e-05,0,-2
2.775200e-05,0.2,0
2.775240e-05,0,-2
2.775280e-05,0,-2
2.775320e-05,0,-2
2.775360e-05,0,0
2.775400e-05,0,-2
2.775440e-05,-0.2,-2
2.775480e-05,-0.2,-2
2.775520e-05,0,0
2.775560e-05,-0.2,0
2.775600e-05,0,0
2.775640e-05,0,0
2.775680e-05,0,0
2.775720e-05,0,-2
2.775760e-05,0,-2
2.775800e-05,0,0
2.775840e-05,0,0
2.775880e-05,0,0
2.775920e-05,0,0
2.775960e-05,0,-2
2.776000e-05,0,-2
2.776040e-05,0,0
2.776080e-05,0,-2
2.776120e-05,-0.2,-2
2.776160e-05,0,-2
2.776200e-05,-0.2,0
2.776240e-05,0,0
2.776280e-05,0,0
2.776320e-05,0,-2
2.776360e-05,0,0
2.776400e-05,0,-2
2.776440e-05,0,0
2.776480e-05,0,0
2.776520e-05,0,0
2.776560e-05,0,-2
2.776600e-05,-0.2,-2
2.776640e-05,-0.2,-2
2.776680e-05,0,0
2.776720e-05,0,-2
2.776760e-05,0,0
2.776800e-05,0,-2
2.776840e-05,0,0
2.776880e-05,0,-2
2.776920e-05,0,0
2.776960e-05,0,-2
2.777000e-05,0,0
2.777040e-05,0,0
2.777080e-05,0,-2
2.777120e-05,0,-2
2.777160e-05,0,0
2.777200e-05,0,0
2.777240e-05,0,-2
2.777280e-05,0,-4
2.777320e-05,0,-2
2.777360e-05,0,0
2.777400e-05,0,-2
2.777440e-05,0.2,0
2.777480e-05,0,-2
2.777520e-05,-0.2,0
2.777560e-05,0,0
2.777600e-05,0,-2
2.777640e-05,0,-2
2.777680e-05,0.2,-2
2.777720e-05,0,0
2.777760e-05,0,-2
2.777800e-05,0,-2
2.777840e-05,0,-2
2.777880e-05,0,-2
2.777920e-05,0,0
2.777960e-05,0,0
2.778000e-05,0,-2
2.778040e-05,0,-2
2.778080e-05,0,-2
2.778120e-05,0,0
2.778160e-05,0,-2
2.778200e-05,0,-2
2.778240e-05,0,0
2.778280e-05,0,-2
2.778320e-05,0,-2
2.778360e-05,0,-2
2.778400e-05,0,0
2.778440e-05,0,-2
2.778480e-05,-0.2,-2
2.778520e-05,0,0
2.778560e-05,0,0
2.778600e-05,0,0
2.778640e-05,0,0
2.778680e-05,0,-2
2.778720e-05,0,0
2.778760e-05,0,0
2.778800e-05,0,0
2.778840e-05,0,-2
2.778880e-05,-0.2,-2
2.778920e-05,-0.2,-2
2.778960e-05,0,-2
2.779000e-05,0,0
2.779040e-05,0,-2
2.779080e-05,0,-2
2.779120e-05,0,-2
2.779160e-05,0,0
2.779200e-05,0,0
2.779240e-05,0,0
2.779280e-05,0,0
2.779320e-05,0,-2
2.779360e-05,0,-2
2.779400e-05,0,0
2.779440e-05,0,0
2.779480e-05,0,0
2.779520e-05,0,0
2.779560e-05,0,-2
2.779600e-05,0,-2
2.779640e-05,-0.2,0
2.779680e-05,0,-2
2.779720e-05,0,0
2.779760e-05,0,-2
2.779800e-05,0,0
2.779840e-05,0,-2
2.779880e-05,0,0
2.779920e-05,0,0
2.779960e-05,0,0
2.780000e-05,0,0
2.780040e-05,0,0
2.780080e-05,0,0
2.780120e-05,-0.2,-2
2.780160e-05,0,0
2.780200e-05,0,0
2.780240e-05,0,-2
2.780280e-05,0,0
2.780320e-05,0,-2
2.780360e-05,0,-2
2.780400e-05,0,-2
2.780440e-05,0,-2
2.780480e-05,0,-2
2.780520e-05,0,-2
2.780560e-05,0,0
2.780600e-05,0,0
2.780640e-05,0,-2
2.780680e-05,-0.2,-2
2.780720e-05,0,0
2.780760e-05,0,-2
2.780800e-05,0,0
2.780840e-05,0,0
2.780880e-05,0,-2
2.780920e-05,0,0
2.780960e-05,0,-2
2.781000e-05,-0.2,-2
2.781040e-05,0,0
2.781080e-05,0,0
2.781120e-05,0,0
2.781160e-05,0,0
2.781200e-05,0,-2
2.781240e-05,0,0
2.781280e-05,0,-2
2.781320e-05,0,-2
2.781360e-05,0,0
2.781400e-05,0,0
2.781440e-05,0,0
2.781480e-05,0,0
2.781520e-05,0.2,0
2.781560e-05,0,-2
2.781600e-05,0,-2
2.781640e-05,0,0
2.781680e-05,0,-2
2.781720e-05,0,-2
2.781760e-05,0,0
2.781800e-05,0.2,0
2.781840e-05,0,0
2.781880e-05,0,0
2.781920e-05,0,0
2.781960e-05,0,0
2.782000e-05,0,-2
2.782040e-05,0,-2
2.782080e-05,0,0
2.782120e-05,0,0
2.782160e-05,0.2,0
2.782200e-05,0,-2
2.782240e-05,0,-2
2.782280e-05,0,-2
2.782320e-05,0,0
2.782360e-05,0,0
2.782400e-05,0,-2
2.782440e-05,0,-2
2.782480e-05,0.2,-2
2.782520e-05,0,-2
2.782560e-05,0,-2
2.782600e-05,0,0
2.782640e-05,0,-2
2.782680e-05,0,-2
2.782720e-05,0,-2
2.782760e-05,0,0
2.782800e-05,0,0
2.782840e-05,0,-2
2.782880e-05,0,0
2.782920e-05,0,0
2.782960e-05,-0.2,0
2.783000e-05,0,0
2.783040e-05,0,0
2.783080e-05,0,0
2.783120e-05,0,-2
2.783160e-05,0,0
2.783200e-05,0,0
2.783240e-05,0,0
2.783280e-05,0,0
2.783320e-05,0,0
2.783360e-05,0,-2
2.783400e-05,0,0
2.783440e-05,0,-2
2.783480e-05,0,-2
2.783520e-05,0,-2
2.783560e-05,0,-2
2.783600e-05,-0.2,0
2.783640e-05,0,-2
2.783680e-05,0,0
2.783720e-05,0,-2
2.783760e-05,-0.2,0
2.783800e-05,-0.2,-2
2.783840e-05,0,0
2.783880e-05,0,-2
2.783920e-05,0,-2
2.783960e-05,0,0
2.784000e-05,0.2,-2
2.784040e-05,-0.2,-2
2.784080e-05,-0.2,-2
2.784120e-05,0,-2
2.784160e-05,0,-2
2.784200e-05,0,0
2.784240e-05,0,0
2.784280e-05,0,-2
2.784320e-05,0,0
2.784360e-05,0,0
2.784400e-05,0,-2
2.784440e-05,0,0
2.784480e-05,0.2,-2
2.784520e-05,-0.2,-2
2.784560e-05,0,0
2.784600e-05,0,-2
2.784640e-05,0,-2
2.784680e-05,0,-4
2.784720e-05,0,0
2.784760e-05,0,0
2.784800e-05,0,0
2.784840e-05,0,-2
2.784880e-05,0,-2
2.784920e-05,0,-2
2.784960e-05,0,-2
2.785000e-05,0,-2
2.785040e-05,0,0
2.785080e-05,0,0
2.785120e-05,0,-2
2.785160e-05,0,0
2.785200e-05,0,0
2.785240e-05,0,0
2.785280e-05,0,0
2.785320e-05,-0.2,0
2.785360e-05,0,0
2.785400e-05,0,0
2.785440e-05,0,-2
2.785480e-05,0,-2
2.785520e-05,0,0
2.785560e-05,0,-2
2.785600e-05,0,0
2.785640e-05,0,0
2.785680e-05,0,0
2.785720e-05,0,0
2.785760e-05,0,-2
2.785800e-05,0,0
2.785840e-05,0,-2
2.785880e-05,0,0
2.785920e-05,0,0
2.785960e-05,0,-2
2.786000e-05,0,-2
2.786040e-05,0,0
2.786080e-05,0,-2
2.786120e-05,0,0
2.786160e-05,0,0
2.786200e-05,0,0
2.786240e-05,-0.2,-2
2.786280e-05,0,0
2.786320e-05,0,0
2.786360e-05,0,0
2.786400e-05,-0.2,0
2.786440e-05,0,0
2.786480e-05,0,-2
2.786520e-05,0,-2
2.786560e-05,0,0
2.786600e-05,0,0
2.786640e-05,0,0
2.786680e-05,0,0
2.786720e-05,0,-2
2.786760e-05,0,-2
2.786800e-05,0,0
2.786840e-05,0,0
2.786880e-05,0.2,0
2.786920e-05,0,0
2.786960e-05,0,0
2.787000e-05,0,0
2.787040e-05,0,-2
2.787080e-05,0,-2
2.787120e-05,0,0
2.787160e-05,0,0
2.787200e-05,0,0
2.787240e-05,0,0
2.787280e-05,0,-2
2.787320e-05,0,-2
2.787360e-05,0,-2
2.787400e-05,0,-2
2.787440e-05,0,0
2.787480e-05,0,0
2.787520e-05,-0.2,0
2.787560e-05,0,-2
2.787600e-05,0,0
2.787640e-05,0,0
2.787680e-05,0,0
2.787720e-05,0,0
2.787760e-05,-0.2,0
2.787800e-05,0,0
2.787840e-05,0,0
2.787880e-05,0,2
2.787920e-05,0,0
2.787960e-05,0,0
2.788000e-05,0,-2
2.788040e-05,0,-2
2.788080e-05,0,-2
2.788120e-05,-0.2,0
2.788160e-05,0,0
2.788200e-05,0,0
2.788240e-05,0,0
2.788280e-05,0,0
2.788320e-05,0,0
2.788360e-05,0,-2
2.788400e-05,0,0
2.788440e-05,0,-2
2.788480e-05,0,-2
2.788520e-05,0,0
2.788560e-05,0,0
2.788600e-05,0,-2
2.788640e-05,0,-2
2.788680e-05,0,0
2.788720e-05,0,0
2.788760e-05,0,0
2.788800e-05,0,0
2.788840e-05,0,-2
2.788880e-05,0,-2
2.788920e-05,0,-2
2.788960e-05,0,-2
2.789000e-05,0,0
2.789040e-05,0,0
2.789080e-05,0,-2
2.789120e-05,0,0
2.789160e-05,0,0
2.789200e-05,0,0
2.789240e-05,0,-2
2.789280e-05,0,0
2.789320e-05,0,0
2.789360e-05,0,-2
2.789400e-05,0,0
2.789440e-05,0,-2
2.789480e-05,0,-2
2.789520e-05,-0.2,-2
2.789560e-05,0,0
2.789600e-05,0,0
2.789640e-05,0,0
2.789680e-05,0,0
2.789720e-05,0.2,-2
2.789760e-05,0,-2
2.789800e-05,0,-2
2.789840e-05,0,-2
2.789880e-05,0,0
2.789920e-05,0,0
2.789960e-05,0,-2
2.790000e-05,0,0
2.790040e-05,0,-2
2.790080e-05,0,0
2.790120e-05,0,-2
2.790160e-05,0,-2
2.790200e-05,0,-2
2.790240e-05,0,0
2.790280e-05,0,0
2.790320e-05,0,0
2.790360e-05,0,0
2.790400e-05,0,0
2.790440e-05,0,0
2.790480e-05,0,-2
2.790520e-05,0,-2
2.790560e-05,0,-2
2.790600e-05,0,0
2.790640e-05,0,-2
2.790680e-05,0,-2
2.790720e-05,-0.2,-2
2.790760e-05,0,0
2.790800e-05,0,0
2.790840e-05,0,-2
2.790880e-05,0,-2
2.790920e-05,0,-2
2.790960e-05,-0.2,0
2.791000e-05,0,-2
2.791040e-05,0,-2
2.791080e-05,0,0
2.791120e-05,0,-2
2.791160e-05,0,-2
2.791200e-05,0,-2
2.791240e-05,0,-2
2.791280e-05,-0.2,-2
2.791320e-05,-0.2,0
2.791360e-05,0,-2
2.791400e-05,-0.2,-2
2.791440e-05,0,-2
2.791480e-05,0,0
2.791520e-05,0,0
2.791560e-05,0,0
2.791600e-05,0,0
2.791640e-05,0,0
2.791680e-05,0,0
2.791720e-05,0,-2
2.791760e-05,0,-2
2.791800e-05,-0.2,0
2.791840e-05,0,0
2.791880e-05,-0.2,-2
2.791920e-05,-0.2,0
2.791960e-05,0,0
2.792000e-05,0,0
2.792040e-05,0,-2
2.792080e-05,0,-2
2.792120e-05,-0.2,0
2.792160e-05,0,0
2.792200e-05,0,0
2.792240e-05,0,0
2.792280e-05,0,0
2.792320e-05,-0.2,0
2.792360e-05,0,-2
2.792400e-05,0,0
2.792440e-05,0,-2
2.792480e-05,-0.2,-2
2.792520e-05,0,-2
2.792560e-05,0,0
2.792600e-05,0,-2
2.792640e-05,0,0
2.792680e-05,0,0
2.792720e-05,0,-2
2.792760e-05,0,0
2.792800e-05,0,0
2.792840e-05,0,-2
2.792880e-05,0,0
2.792920e-05,0,-2
2.792960e-05,0,-2
2.793000e-05,0,0
2.793040e-05,0,-2
2.793080e-05,0,-2
2.793120e-05,0,-2
2.793160e-05,0,0
2.793200e-05,-0.2,-2
2.793240e-05,0,-2
2.793280e-05,0,-2
2.793320e-05,0,-2
2.793360e-05,0,0
2.793400e-05,0,0
2.793440e-05,0,0
2.793480e-05,0,0
2.793520e-05,0.2,0
2.793560e-05,0,0
2.793600e-05,0,-2
2.793640e-05,0,0
2.793680e-05,0,0
2.793720e-05,0,-2
2.793760e-05,0,-2
2.793800e-05,0,-2
2.793840e-05,0,-2
2.793880e-05,0,-2
2.793920e-05,0,-2
2.793960e-05,-0.2,-2
2.794000e-05,0,0
2.794040e-05,0,-2
2.794080e-05,-0.2,-2
2.794120e-05,-0.2,-2
2.794160e-05,0,0
2.794200e-05,-0.2,0
2.794240e-05,0,-2
2.794280e-05,0,0
2.794320e-05,0,0
2.794360e-05,0,0
2.794400e-05,0,0
2.794440e-05,0,-2
2.794480e-05,-0.2,-2
2.794520e-05,0,-2
2.794560e-05,0,-2
2.794600e-05,0,0
2.794640e-05,-0.2,0
2.794680e-05,0.2,0
2.794720e-05,0,-2
2.794760e-05,0,-2
2.794800e-05,0,-2
2.794840e-05,0,0
2.794880e-05,0,0
2.794920e-05,0,0
2.794960e-05,-0.2,0
2.795000e-05,0,-2
2.795040e-05,0,-2
2.795080e-05,0,-2
2.795120e-05,0,0
2.795160e-05,-0.2,-2
2.795200e-05,0,0
2.795240e-05,0,0
2.795280e-05,0,0
2.795320e-05,0,-2
2.795360e-05,0,-2
2.795400e-05,0,-2
2.795440e-05,-0.2,0
2.795480e-05,0,0
2.795520e-05,0,-2
2.795560e-05,0,0
2.795600e-05,0,-2
2.795640e-05,0,0
2.795680e-05,0,-2
2.795720e-05,0,0
2.795760e-05,0,0
2.795800e-05,-0.2,-2
2.795840e-05,-0.2,-2
2.795880e-05,0,0
2.795920e-05,0,-2
2.795960e-05,0,-2
2.796000e-05,0,-2
2.796040e-05,-0.2,-2
2.796080e-05,0,-2
2.796120e-05,0.2,-2
2.796160e-05,0,-2
2.796200e-05,0,0
2.796240e-05,0,-2
2.796280e-05,0,-2
2.796320e-05,0,0
2.796360e-05,0,-2
2.796400e-05,-0.2,0
2.796440e-05,0,-2
2.796480e-05,0,0
2.796520e-05,0,-2
2.796560e-05,-0.2,-2
2.796600e-05,-0.2,0
2.796640e-05,-0.2,-2
2.796680e-05,0,-2
2.796720e-05,0,-2
2.796760e-05,0,-2
2.796800e-05,0,0
2.796840e-05,-0.2,0
2.796880e-05,0,0
2.796920e-05,0,0
2.796960e-05,0,0
2.797000e-05,0,-2
2.797040e-05,0,-2
2.797080e-05,0,0
2.797120e-05,0,-2
2.797160e-05,0,0
2.797200e-05,0,0
2.797240e-05,0,-2
2.797280e-05,0,0
2.797320e-05,-0.2,-2
2.797360e-05,0,0
2.797400e-05,0,-2
2.797440e-05,0,0
2.797480e-05,0.2,0
2.797520e-05,0,-2
2.797560e-05,0,-2
2.797600e-05,0,0
2.797640e-05,0,0
2.797680e-05,0,0
2.797720e-05,0,-2
2.797760e-05,0,-2
2.797800e-05,0,0
2.797840e-05,0,-2
2.797880e-05,0,-2
2.797920e-05,0,-2
2.797960e-05,0,0
2.798000e-05,0,-2
2.798040e-05,0,-2
2.798080e-05,0,0
2.798120e-05,0,0
2.798160e-05,0,-2
2.798200e-05,0.2,-2
2.798240e-05,-0.2,-2
2.798280e-05,0,-2
2.798320e-05,0,-2
2.798360e-05,0,0
2.798400e-05,0,0
2.798440e-05,0,0
2.798480e-05,0,0
2.798520e-05,0,-2
2.798560e-05,0,0
2.798600e-05,0,0
2.798640e-05,0,0
2.798680e-05,0,-2
2.798720e-05,-0.2,0
2.798760e-05,-0.2,0
2.798800e-05,0,-2
2.798840e-05,0,-2
2.798880e-05,0,-2
2.798920e-05,0,-2
2.798960e-05,0,-2
2.799000e-05,0,0
2.799040e-05,0,-2
2.799080e-05,0,0
2.799120e-05,-0.4,0
2.799160e-05,0,-2
2.799200e-05,-0.2,-2
2.799240e-05,0,-2
2.799280e-05,-0.2,0
2.799320e-05,0,0
2.799360e-05,0,0
2.799400e-05,0,-2
2.799440e-05,0,-2
2.799480e-05,0,0
2.799520e-05,-0.2,-2
2.799560e-05,0,-2
2.799600e-05,0,-2
2.799640e-05,0,0
2.799680e-05,0,-2
2.799720e-05,0,-2
2.799760e-05,-0.2,-2
2.799800e-05,0,-2
2.799840e-05,0,-2
2.799880e-05,0,0
2.799920e-05,0,0
2.799960e-05,0,0
2.800000e-05,0,-2
2.800040e-05,0,-2
2.800080e-05,0,-2
2.800120e-05,0,2
2.800160e-05,0,-2
2.800200e-05,0,0
2.800240e-05,0,0
2.800280e-05,0.2,0
2.800320e-05,0,-2
2.800360e-05,0,0
2.800400e-05,0,0
2.800440e-05,0,-2
2.800480e-05,0,0
2.800520e-05,0.2,-2
2.800560e-05,0,0
2.800600e-05,0,-2
2.800640e-05,-0.2,-2
2.800680e-05,0,0
2.800720e-05,0,-2
2.800760e-05,0.2,-2
2.800800e-05,0,-2
2.800840e-05,0,0
2.800880e-05,0,0
2.800920e-05,0,0
2.800960e-05,-0.2,0
2.801000e-05,0,-2
2.801040e-05,0,-2
2.801080e-05,0,-2
2.801120e-05,0,0
2.801160e-05,0,0
2.801200e-05,-0.2,0
2.801240e-05,0,-2
2.801280e-05,0,-2
2.801320e-05,0,-2
2.801360e-05,0,-2
2.801400e-05,0,0
2.801440e-05,0,-2
2.801480e-05,-0.2,-2
2.801520e-05,-0.2,-2
2.801560e-05,0,-2
2.801600e-05,0,-2
2.801640e-05,0,0
2.801680e-05,0,0
2.801720e-05,0,0
2.801760e-05,0,0
2.801800e-05,0,0
2.801840e-05,0,-2
2.801880e-05,0,0
2.801920e-05,0,0
2.801960e-05,0,0
2.802000e-05,0,0
2.802040e-05,0,0
2.802080e-05,0.2,0
2.802120e-05,0,-2
2.802160e-05,0,-2
2.802200e-05,0,0
2.802240e-05,0,-2
2.802280e-05,0,0
2.802320e-05,0,-2
2.802360e-05,0,0
2.802400e-05,0,0
2.802440e-05,0,-2
2.802480e-05,0,-2
2.802520e-05,0.2,-2
2.802560e-05,0,0
2.802600e-05,-0.2,-2
2.802640e-05,-0.2,0
2.802680e-05,0,-2
2.802720e-05,0,-2
2.802760e-05,0,-2
2.802800e-05,0,0
2.802840e-05,0,-2
2.802880e-05,0,-2
2.802920e-05,0,0
2.802960e-05,-0.2,0
2.803000e-05,0,-2
2.803040e-05,-0.2,-2
2.803080e-05,0,-2
2.803120e-05,0,0
2.803160e-05,0,2
2.803200e-05,0,0
2.803240e-05,0,0
2.803280e-05,0,0
2.803320e-05,0,0
2.803360e-05,0,-2
2.803400e-05,0,0
2.803440e-05,0,0
2.803480e-05,0,-2
2.803520e-05,0,0
2.803560e-05,0,0
2.803600e-05,0,0
2.803640e-05,0,-2
2.803680e-05,-0.2,-2
2.803720e-05,0,-2
2.803760e-05,0,-2
2.803800e-05,-0.2,-2
2.803840e-05,0,0
2.803880e-05,0,-2
2.803920e-05,0,-2
2.803960e-05,0,-2
2.804000e-05,-0.2,-2
2.804040e-05,0,0
2.804080e-05,0,0
2.804120e-05,0,0
2.804160e-05,0,0
2.804200e-05,0,0
2.804240e-05,0,-2
2.804280e-05,0,-2
2.804320e-05,0,0
2.804360e-05,0,-2
2.804400e-05,-0.2,-2
2.804440e-05,0,-2
2.804480e-05,0,-2
2.804520e-05,0,-2
2.804560e-05,0,0
2.804600e-05,0,0
2.804640e-05,0,0
2.804680e-05,0,0
2.804720e-05,0.2,-2
2.804760e-05,0,0
2.804800e-05,0,0
2.804840e-05,0,0
2.804880e-05,0,-2
2.804920e-05,-0.2,-2
2.804960e-05,0,0
2.805000e-05,0,-2
2.805040e-05,-0.2,-2
2.805080e-05,0,-2
2.805120e-05,0,-2
2.805160e-05,0,-2
2.805200e-05,0,-2
2.805240e-05,0,-2
2.805280e-05,0,0
2.805320e-05,0,-2
2.805360e-05,0,-4
2.805400e-05,0,-2
2.805440e-05,0,-2
2.805480e-05,0,-2
2.805520e-05,0,-2
2.805560e-05,0,-2
2.805600e-05,0,-2
2.805640e-05,0,-2
2.805680e-05,0,-2
2.805720e-05,0,-2
2.805760e-05,0,-2
2.805800e-05,0.2,-2
2.805840e-05,0,-2
2.805880e-05,-0.2,-2
2.805920e-05,0,-2
2.805960e-05,0,0
2.806000e-05,0,0
2.806040e-05,0,-2
2.806080e-05,-0.2,-2
2.806120e-05,0,-2
2.806160e-05,0,0
2.806200e-05,0,-2
2.806240e-05,0,0
2.806280e-05,0,-2
2.806320e-05,0,0
2.806360e-05,0,0
2.806400e-05,0,0
2.806440e-05,0,0
2.806480e-05,0,0
2.806520e-05,0,-2
2.806560e-05,-0.2,-2
2.806600e-05,0,-2
2.806640e-05,0,-2
2.806680e-05,0,0
2.806720e-05,0,0
2.806760e-05,0,-2
2.806800e-05,0,-2
2.806840e-05,0,0
2.806880e-05,0,0
2.806920e-05,0,0
2.806960e-05,0,0
2.807000e-05,0,0
2.807040e-05,0,-2
