Model,MDO3014
Firmware Version,1.22

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-07,
Horizontal Delay,1.816e-05,
Sample Interval,4e-10,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,250
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,50
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH2,CH3
-5.892000e-07,0,-2
-5.888000e-07,0,-2
-5.884000e-07,0,0
-5.880000e-07,0,0
-5.876000e-07,0,-2
-5.872000e-07,0,-2
-5.868000e-07,0,-2
-5.864000e-07,0,0
-5.860000e-07,0,-2
-5.856000e-07,0,-2
-5.852000e-07,0,0
-5.848000e-07,-0.2,-2
-5.844000e-07,0,0
-5.840000e-07,0,0
-5.836000e-07,0.2,0
-5.832000e-07,0.2,0
-5.828000e-07,0,-2
-5.824000e-07,0,-2
-5.820000e-07,0,-2
-5.816000e-07,0,-2
-5.812000e-07,0,-2
-5.808000e-07,0,2
-5.804000e-07,0,0
-5.800000e-07,0,-2
-5.796000e-07,0,-2
-5.792000e-07,0,-2
-5.788000e-07,0,0
-5.784000e-07,0,0
-5.780000e-07,0,-2
-5.776000e-07,0,-2
-5.772000e-07,0,0
-5.768000e-07,0,-2
-5.764000e-07,0,-2
-5.760000e-07,0,0
-5.756000e-07,0,0
-5.752000e-07,0,-2
-5.748000e-07,0,-2
-5.744000e-07,0,0
-5.740000e-07,0,0
-5.736000e-07,0,-2
-5.732000e-07,0,-2
-5.728000e-07,0,-2
-5.724000e-07,0,-2
-5.720000e-07,0,0
-5.716000e-07,0,-2
-5.712000e-07,0,-2
-5.708000e-07,0,-2
-5.704000e-07,0,-2
-5.700000e-07,0,0
-5.696000e-07,0,0
-5.692000e-07,0,0
-5.688000e-07,0,0
-5.684000e-07,0,0
-5.680000e-07,0,-2
-5.676000e-07,0,-2
-5.672000e-07,0,0
-5.668000e-07,0,0
-5.664000e-07,-0.2,0
-5.660000e-07,0,-2
-5.656000e-07,0,-2
-5.652000e-07,0,-2
-5.648000e-07,0,0
-5.644000e-07,0,0
-5.640000e-07,0,0
-5.636000e-07,0,0
-5.632000e-07,0,0
-5.628000e-07,0,-2
-5.624000e-07,0,0
-5.620000e-07,0,-2
-5.616000e-07,0,0
-5.612000e-07,0,0
-5.608000e-07,0,0
-5.604000e-07,-0.2,-2
-5.600000e-07,-0.2,-2
-5.596000e-07,0,0
-5.592000e-07,0,0
-5.588000e-07,0,-2
-5.584000e-07,0,-2
-5.580000e-07,0,-2
-5.576000e-07,0,-2
-5.572000e-07,0,0
-5.568000e-07,0,0
-5.564000e-07,0,0
-5.560000e-07,0,0
-5.556000e-07,0,-2
-5.552000e-07,0,-2
-5.548000e-07,0,-2
-5.544000e-07,0,-2
-5.540000e-07,0,-2
-5.536000e-07,0,-2
-5.532000e-07,0,0
-5.528000e-07,-0.2,0
-5.524000e-07,0,-2
-5.520000e-07,0.2,0
-5.516000e-07,0.2,0
-5.512000e-07,0,0
-5.508000e-07,0,0
-5.504000e-07,0,0
-5.500000e-07,0,-2
-5.496000e-07,0,0
-5.492000e-07,0,0
-5.488000e-07,0,0
-5.484000e-07,0,0
-5.480000e-07,0,-2
-5.476000e-07,0,-2
-5.472000e-07,0,0
-5.468000e-07,0.2,0
-5.464000e-07,0,0
-5.460000e-07,0,-2
-5.456000e-07,-0.2,0
-5.452000e-07,0,0
-5.448000e-07,0,0
-5.444000e-07,0,-2
-5.440000e-07,-0.2,0
-5.436000e-07,0,-2
-5.432000e-07,0,-2
-5.428000e-07,0,-2
-5.424000e-07,0,-2
-5.420000e-07,0,0
-5.416000e-07,0,0
-5.412000e-07,-0.2,0
-5.408000e-07,0,0
-5.404000e-07,0,0
-5.400000e-07,0,0
-5.396000e-07,0,0
-5.392000e-07,-0.2,0
-5.388000e-07,0,-2
-5.384000e-07,0,0
-5.380000e-07,0,-2
-5.376000e-07,0,0
-5.372000e-07,0,-2
-5.368000e-07,0,-2
-5.364000e-07,0,-2
-5.360000e-07,0,0
-5.356000e-07,0,0
-5.352000e-07,0,0
-5.348000e-07,0,-2
-5.344000e-07,0,-2
-5.340000e-07,0,0
-5.336000e-07,0,-2
-5.332000e-07,0,0
-5.328000e-07,0,0
-5.324000e-07,0,-2
-5.320000e-07,-0.2,-4
-5.316000e-07,0,-2
-5.312000e-07,0,0
-5.308000e-07,0,-2
-5.304000e-07,0.2,0
-5.300000e-07,0,0
-5.296000e-07,0,-2
-5.292000e-07,0,-2
-5.288000e-07,0,0
-5.284000e-07,0,0
-5.280000e-07,0,-2
-5.276000e-07,0,0
-5.272000e-07,0,-2
-5.268000e-07,0,0
-5.264000e-07,0,0
-5.260000e-07,0,-2
-5.256000e-07,0,-2
-5.252000e-07,0,-2
-5.248000e-07,0,-2
-5.244000e-07,0,0
-5.240000e-07,0,0
-5.236000e-07,0,-2
-5.232000e-07,0,0
-5.228000e-07,0,0
-5.224000e-07,0,0
-5.220000e-07,0,0
-5.216000e-07,0,0
-5.212000e-07,0,0
-5.208000e-07,0,0
-5.204000e-07,-0.2,0
-5.200000e-07,0,-2
-5.196000e-07,0,0
-5.192000e-07,0,-2
-5.188000e-07,0,0
-5.184000e-07,0,-2
-5.180000e-07,0,-2
-5.176000e-07,0,-2
-5.172000e-07,0,-2
-5.168000e-07,0,0
-5.164000e-07,0,-2
-5.160000e-07,0,-2
-5.156000e-07,0,0
-5.152000e-07,0,0
-5.148000e-07,0,-2
-5.144000e-07,0,0
-5.140000e-07,0,0
-5.136000e-07,0,0
-5.132000e-07,0,-2
-5.128000e-07,0,-4
-5.124000e-07,0,-2
-5.120000e-07,0,-2
-5.116000e-07,0,0
-5.112000e-07,-0.2,-2
-5.108000e-07,0,0
-5.104000e-07,0,0
-5.100000e-07,0,-2
-5.096000e-07,0,-2
-5.092000e-07,0,0
-5.088000e-07,0,-2
-5.084000e-07,0,-2
-5.080000e-07,0,0
-5.076000e-07,0,0
-5.072000e-07,0,-2
-5.068000e-07,0,0
-5.064000e-07,0,-2
-5.060000e-07,0,0
-5.056000e-07,0,0
-5.052000e-07,0,-2
-5.048000e-07,-0.2,-2
-5.044000e-07,0,-2
-5.040000e-07,0,0
-5.036000e-07,0,-2
-5.032000e-07,0,0
-5.028000e-07,-0.2,2
-5.024000e-07,0,0
-5.020000e-07,0,-2
-5.016000e-07,0,-2
-5.012000e-07,0,0
-5.008000e-07,0,0
-5.004000e-07,0,0
-5.000000e-07,0,0
-4.996000e-07,0,0
-4.992000e-07,0,0
-4.988000e-07,0,0
-4.984000e-07,0,-2
-4.980000e-07,0,0
-4.976000e-07,-0.2,0
-4.972000e-07,0,0
-4.968000e-07,0,-2
-4.964000e-07,0,-2
-4.960000e-07,0,0
-4.956000e-07,0,-2
-4.952000e-07,0,-2
-4.948000e-07,0,-2
-4.944000e-07,-0.2,-2
-4.940000e-07,0,0
-4.936000e-07,0,0
-4.932000e-07,0,0
-4.928000e-07,0,0
-4.924000e-07,0,0
-4.920000e-07,0,0
-4.916000e-07,0,0
-4.912000e-07,0,0
-4.908000e-07,0,-2
-4.904000e-07,0,0
-4.900000e-07,0,-2
-4.896000e-07,0,-2
-4.892000e-07,-0.2,-2
-4.888000e-07,0,-2
-4.884000e-07,0,0
-4.880000e-07,0,0
-4.876000e-07,0,0
-4.872000e-07,0,0
-4.868000e-07,-0.2,0
-4.864000e-07,0,0
-4.860000e-07,0,0
-4.856000e-07,0,0
-4.852000e-07,0,-2
-4.848000e-07,0,-2
-4.844000e-07,0,0
-4.840000e-07,0,0
-4.836000e-07,0,0
-4.832000e-07,-0.2,0
-4.828000e-07,0,-2
-4.824000e-07,0,-2
-4.820000e-07,0.2,0
-4.816000e-07,0,-2
-4.812000e-07,0,-2
-4.808000e-07,0,0
-4.804000e-07,0,0
-4.800000e-07,0,0
-4.796000e-07,0,0
-4.792000e-07,0,-2
-4.788000e-07,0,-2
-4.784000e-07,0,0
-4.780000e-07,0,-2
-4.776000e-07,-0.2,0
-4.772000e-07,0,0
-4.768000e-07,0,0
-4.764000e-07,0,-2
-4.760000e-07,0,-2
-4.756000e-07,0,0
-4.752000e-07,0,-2
-4.748000e-07,0,-2
-4.744000e-07,0,0
-4.740000e-07,0,-2
-4.736000e-07,0,-2
-4.732000e-07,0.2,0
-4.728000e-07,0,0
-4.724000e-07,0,0
-4.720000e-07,0,0
-4.716000e-07,0,0
-4.712000e-07,0,-2
-4.708000e-07,0,0
-4.704000e-07,0,0
-4.700000e-07,0,-2
-4.696000e-07,0,0
-4.692000e-07,0,0
-4.688000e-07,0.2,0
-4.684000e-07,0,-2
-4.680000e-07,0,-2
-4.676000e-07,0,0
-4.672000e-07,0,-2
-4.668000e-07,0,0
-4.664000e-07,0,-2
-4.660000e-07,0,0
-4.656000e-07,0,-2
-4.652000e-07,0,-2
-4.648000e-07,0,-2
-4.644000e-07,0,-2
-4.640000e-07,0,-2
-4.636000e-07,0,0
-4.632000e-07,0,0
-4.628000e-07,0,0
-4.624000e-07,0,0
-4.620000e-07,0,-2
-4.616000e-07,0.2,-2
-4.612000e-07,0,-2
-4.608000e-07,0,0
-4.604000e-07,0,0
-4.600000e-07,0,0
-4.596000e-07,0,0
-4.592000e-07,0,-2
-4.588000e-07,0,0
-4.584000e-07,0,0
-4.580000e-07,0,0
-4.576000e-07,-0.2,-2
-4.572000e-07,0,0
-4.568000e-07,0,-2
-4.564000e-07,0,-2
-4.560000e-07,0,-2
-4.556000e-07,0,0
-4.552000e-07,0,-2
-4.548000e-07,0,-2
-4.544000e-07,0,-2
-4.540000e-07,0,0
-4.536000e-07,0,-2
-4.532000e-07,-0.2,-2
-4.528000e-07,0,-2
-4.524000e-07,0,-2
-4.520000e-07,0,0
-4.516000e-07,0,-2
-4.512000e-07,0,0
-4.508000e-07,0,-2
-4.504000e-07,-0.2,-2
-4.500000e-07,0,-2
-4.496000e-07,0,0
-4.492000e-07,0,-2
-4.488000e-07,0,-2
-4.484000e-07,0,-2
-4.480000e-07,0,-2
-4.476000e-07,0,-2
-4.472000e-07,0,-2
-4.468000e-07,-0.2,0
-4.464000e-07,0,0
-4.460000e-07,0,0
-4.456000e-07,0,-2
-4.452000e-07,0,-2
-4.448000e-07,0,-2
-4.444000e-07,0,-2
-4.440000e-07,0.2,-2
-4.436000e-07,0,-2
-4.432000e-07,0,0
-4.428000e-07,0,0
-4.424000e-07,0,-2
-4.420000e-07,0,-2
-4.416000e-07,-0.2,-2
-4.412000e-07,0,0
-4.408000e-07,0,0
-4.404000e-07,0,-2
-4.400000e-07,0,0
-4.396000e-07,0,0
-4.392000e-07,0,2
-4.388000e-07,0,0
-4.384000e-07,0,0
-4.380000e-07,0,0
-4.376000e-07,0,0
-4.372000e-07,0,0
-4.368000e-07,0,-2
-4.364000e-07,0,0
-4.360000e-07,0,0
-4.356000e-07,0,-2
-4.352000e-07,0,-2
-4.348000e-07,0,0
-4.344000e-07,0,0
-4.340000e-07,0,0
-4.336000e-07,0,0
-4.332000e-07,0,-2
-4.328000e-07,0.2,-2
-4.324000e-07,0,-2
-4.320000e-07,0,0
-4.316000e-07,0,0
-4.312000e-07,0,-2
-4.308000e-07,0,-2
-4.304000e-07,0,0
-4.300000e-07,0,-2
-4.296000e-07,0,-2
-4.292000e-07,0,0
-4.288000e-07,0,0
-4.284000e-07,0,-2
-4.280000e-07,0,0
-4.276000e-07,0,-2
-4.272000e-07,0,0
-4.268000e-07,0,-2
-4.264000e-07,0,0
-4.260000e-07,0,-2
-4.256000e-07,0,-2
-4.252000e-07,-0.2,-2
-4.248000e-07,0,-2
-4.244000e-07,0,-2
-4.240000e-07,0,0
-4.236000e-07,0,0
-4.232000e-07,0,-2
-4.228000e-07,0,0
-4.224000e-07,0,0
-4.220000e-07,0,0
-4.216000e-07,0,0
-4.212000e-07,0,-2
-4.208000e-07,0,0
-4.204000e-07,0,-2
-4.200000e-07,-0.2,0
-4.196000e-07,0,0
-4.192000e-07,0,0
-4.188000e-07,0,-2
-4.184000e-07,0,0
-4.180000e-07,0,0
-4.176000e-07,0.2,-2
-4.172000e-07,0,0
-4.168000e-07,0,0
-4.164000e-07,0,0
-4.160000e-07,0,0
-4.156000e-07,0,-2
-4.152000e-07,0,-2
-4.148000e-07,0,-2
-4.144000e-07,0,0
-4.140000e-07,0,0
-4.136000e-07,0,0
-4.132000e-07,0,0
-4.128000e-07,0,-2
-4.124000e-07,0,0
-4.120000e-07,0,-2
-4.116000e-07,0,0
-4.112000e-07,0,-2
-4.108000e-07,0,0
-4.104000e-07,0.2,-2
-4.100000e-07,0,-2
-4.096000e-07,0,-2
-4.092000e-07,0,0
-4.088000e-07,0,0
-4.084000e-07,0,-2
-4.080000e-07,0,0
-4.076000e-07,0,0
-4.072000e-07,0,0
-4.068000e-07,0,0
-4.064000e-07,0,0
-4.060000e-07,0,-2
-4.056000e-07,0,0
-4.052000e-07,0,-2
-4.048000e-07,0,-2
-4.044000e-07,0,0
-4.040000e-07,0,0
-4.036000e-07,0,0
-4.032000e-07,0,0
-4.028000e-07,0,0
-4.024000e-07,0,0
-4.020000e-07,0,-2
-4.016000e-07,-0.2,-2
-4.012000e-07,0,0
-4.008000e-07,-0.2,0
-4.004000e-07,0,-2
-4.000000e-07,0,-2
-3.996000e-07,0,0
-3.992000e-07,0,0
-3.988000e-07,0,0
-3.984000e-07,0,-2
-3.980000e-07,0,-2
-3.976000e-07,0,-2
-3.972000e-07,0,0
-3.968000e-07,0,-2
-3.964000e-07,0,-2
-3.960000e-07,0,-2
-3.956000e-07,0,-2
-3.952000e-07,0,0
-3.948000e-07,0,-2
-3.944000e-07,0,-2
-3.940000e-07,0,2
-3.936000e-07,0,0
-3.932000e-07,0,0
-3.928000e-07,0,-2
-3.924000e-07,0,0
-3.920000e-07,0,-2
-3.916000e-07,0,0
-3.912000e-07,0,0
-3.908000e-07,0,-2
-3.904000e-07,0,-2
-3.900000e-07,0,0
-3.896000e-07,0,0
-3.892000e-07,-0.2,-2
-3.888000e-07,0,-2
-3.884000e-07,0,0
-3.880000e-07,0,0
-3.876000e-07,0,-2
-3.872000e-07,0,-2
-3.868000e-07,0,0
-3.864000e-07,0,0
-3.860000e-07,0,0
-3.856000e-07,0,-2
-3.852000e-07,0,0
-3.848000e-07,0,-2
-3.844000e-07,0,-2
-3.840000e-07,0,0
-3.836000e-07,0,0
-3.832000e-07,0,-2
-3.828000e-07,0,-2
-3.824000e-07,0,-2
-3.820000e-07,0,0
-3.816000e-07,0,0
-3.812000e-07,0,-4
-3.808000e-07,0,-2
-3.804000e-07,0,0
-3.800000e-07,0,-2
-3.796000e-07,0,-2
-3.792000e-07,0,-2
-3.788000e-07,0,-2
-3.784000e-07,0,-2
-3.780000e-07,0,-2
-3.776000e-07,0,-2
-3.772000e-07,0,-2
-3.768000e-07,0,0
-3.764000e-07,-0.2,-2
-3.760000e-07,0,0
-3.756000e-07,0,0
-3.752000e-07,0,0
-3.748000e-07,0,0
-3.744000e-07,0,0
-3.740000e-07,0,0
-3.736000e-07,0,-2
-3.732000e-07,0,0
-3.728000e-07,0,-2
-3.724000e-07,0.2,0
-3.720000e-07,0,0
-3.716000e-07,0,0
-3.712000e-07,0,-2
-3.708000e-07,0,-2
-3.704000e-07,-0.2,-2
-3.700000e-07,0,-2
-3.696000e-07,0,-2
-3.692000e-07,0,0
-3.688000e-07,0,0
-3.684000e-07,0,0
-3.680000e-07,0,0
-3.676000e-07,0,-2
-3.672000e-07,0,0
-3.668000e-07,0,-2
-3.664000e-07,0,0
-3.660000e-07,0,-2
-3.656000e-07,0,0
-3.652000e-07,0,-2
-3.648000e-07,0,-2
-3.644000e-07,0,0
-3.640000e-07,0,0
-3.636000e-07,0,-4
-3.632000e-07,0,-2
-3.628000e-07,0,-2
-3.624000e-07,0,-2
-3.620000e-07,0,0
-3.616000e-07,0,0
-3.612000e-07,0,0
-3.608000e-07,0,0
-3.604000e-07,0,0
-3.600000e-07,0,0
-3.596000e-07,0,0
-3.592000e-07,0,-2
-3.588000e-07,0,0
-3.584000e-07,0,-2
-3.580000e-07,0,0
-3.576000e-07,0,-2
-3.572000e-07,0,-2
-3.568000e-07,-0.2,-2
-3.564000e-07,0,-2
-3.560000e-07,0,0
-3.556000e-07,0,0
-3.552000e-07,0,-2
-3.548000e-07,0,0
-3.544000e-07,0,-2
-3.540000e-07,0,-2
-3.536000e-07,0,0
-3.532000e-07,0,0
-3.528000e-07,0,-2
-3.524000e-07,0,-2
-3.520000e-07,0,-2
-3.516000e-07,-0.2,0
-3.512000e-07,0,0
-3.508000e-07,0,0
-3.504000e-07,0,0
-3.500000e-07,0,-2
-3.496000e-07,0,-2
-3.492000e-07,0,0
-3.488000e-07,0,0
-3.484000e-07,0,-2
-3.480000e-07,0,-2
-3.476000e-07,0,-2
-3.472000e-07,0,-2
-3.468000e-07,0,0
-3.464000e-07,0,-2
-3.460000e-07,0,0
-3.456000e-07,0,0
-3.452000e-07,0,0
-3.448000e-07,0,-2
-3.444000e-07,0,-2
-3.440000e-07,0,-2
-3.436000e-07,0,0
-3.432000e-07,0,0
-3.428000e-07,0,-2
-3.424000e-07,0,-2
-3.420000e-07,0,0
-3.416000e-07,0,0
-3.412000e-07,0,-2
-3.408000e-07,0,0
-3.404000e-07,0,-2
-3.400000e-07,0,0
-3.396000e-07,0,-2
-3.392000e-07,0,0
-3.388000e-07,0,0
-3.384000e-07,0,0
-3.380000e-07,0,-2
-3.376000e-07,0,-2
-3.372000e-07,0,-2
-3.368000e-07,0,-2
-3.364000e-07,0,-2
-3.360000e-07,0,0
-3.356000e-07,0,0
-3.352000e-07,0,-2
-3.348000e-07,0,-2
-3.344000e-07,0,-2
-3.340000e-07,0,-2
-3.336000e-07,0,0
-3.332000e-07,0,-2
-3.328000e-07,0,0
-3.324000e-07,0,-2
-3.320000e-07,0,2
-3.316000e-07,0,0
-3.312000e-07,0,0
-3.308000e-07,0,-2
-3.304000e-07,0,0
-3.300000e-07,0,-2
-3.296000e-07,0,0
-3.292000e-07,0,0
-3.288000e-07,0,0
-3.284000e-07,-0.2,0
-3.280000e-07,0,0
-3.276000e-07,0,0
-3.272000e-07,0,0
-3.268000e-07,0,0
-3.264000e-07,0,0
-3.260000e-07,0.2,-2
-3.256000e-07,0,0
-3.252000e-07,0,0
-3.248000e-07,0,-2
-3.244000e-07,0,0
-3.240000e-07,0,-2
-3.236000e-07,-0.2,-2
-3.232000e-07,-0.2,0
-3.228000e-07,0,0
-3.224000e-07,0,0
-3.220000e-07,0,0
-3.216000e-07,0,0
-3.212000e-07,0,-2
-3.208000e-07,0,0
-3.204000e-07,0,0
-3.200000e-07,0,-2
-3.196000e-07,0,-2
-3.192000e-07,0,-2
-3.188000e-07,0,0
-3.184000e-07,0,0
-3.180000e-07,0,0
-3.176000e-07,0,-2
-3.172000e-07,0,-2
-3.168000e-07,0,-2
-3.164000e-07,0,0
-3.160000e-07,0,0
-3.156000e-07,0,-2
-3.152000e-07,0,-2
-3.148000e-07,0,-2
-3.144000e-07,0,-2
-3.140000e-07,0,-2
-3.136000e-07,0,-2
-3.132000e-07,0,-2
-3.128000e-07,0,0
-3.124000e-07,0,-2
-3.120000e-07,0,0
-3.116000e-07,0,-2
-3.112000e-07,0,-2
-3.108000e-07,0,-2
-3.104000e-07,0,-2
-3.100000e-07,0,-2
-3.096000e-07,0,0
-3.092000e-07,0,0
-3.088000e-07,0,-2
-3.084000e-07,0,-2
-3.080000e-07,0,-2
-3.076000e-07,0,0
-3.072000e-07,0,0
-3.068000e-07,0,-2
-3.064000e-07,0,-2
-3.060000e-07,0,0
-3.056000e-07,0,0
-3.052000e-07,0,0
-3.048000e-07,0,0
-3.044000e-07,0,-2
-3.040000e-07,0,0
-3.036000e-07,0,0
-3.032000e-07,0,0
-3.028000e-07,0,0
-3.024000e-07,0,-2
-3.020000e-07,-0.2,-2
-3.016000e-07,0,-2
-3.012000e-07,0,0
-3.008000e-07,0,0
-3.004000e-07,0,-2
-3.000000e-07,0,0
-2.996000e-07,0,0
-2.992000e-07,0,0
-2.988000e-07,0,0
-2.984000e-07,0,-2
-2.980000e-07,0,0
-2.976000e-07,0,0
-2.972000e-07,0,0
-2.968000e-07,0,0
-2.964000e-07,0,0
-2.960000e-07,0.2,0
-2.956000e-07,0,0
-2.952000e-07,0,0
-2.948000e-07,0,0
-2.944000e-07,0,0
-2.940000e-07,0,-2
-2.936000e-07,0,0
-2.932000e-07,0,0
-2.928000e-07,0,0
-2.924000e-07,0,-2
-2.920000e-07,0,0
-2.916000e-07,0,0
-2.912000e-07,0,0
-2.908000e-07,0,0
-2.904000e-07,0,0
-2.900000e-07,0,-2
-2.896000e-07,0,0
-2.892000e-07,0,0
-2.888000e-07,0,0
-2.884000e-07,0,0
-2.880000e-07,0.2,-2
-2.876000e-07,0.2,-2
-2.872000e-07,0,0
-2.868000e-07,0,-2
-2.864000e-07,0,0
-2.860000e-07,0,-2
-2.856000e-07,0,-2
-2.852000e-07,0,-2
-2.848000e-07,0,-2
-2.844000e-07,0,-2
-2.840000e-07,0,-2
-2.836000e-07,0,0
-2.832000e-07,0,0
-2.828000e-07,0,0
-2.824000e-07,0,-2
-2.820000e-07,0,0
-2.816000e-07,0.2,-2
-2.812000e-07,0,0
-2.808000e-07,0,-2
-2.804000e-07,0,-2
-2.800000e-07,0,-2
-2.796000e-07,0,-2
-2.792000e-07,0,-2
-2.788000e-07,0,-2
-2.784000e-07,-0.2,0
-2.780000e-07,0,-2
-2.776000e-07,0,-2
-2.772000e-07,0,-2
-2.768000e-07,0,0
-2.764000e-07,0,0
-2.760000e-07,0,0
-2.756000e-07,0,2
-2.752000e-07,0,0
-2.748000e-07,0,0
-2.744000e-07,0,-2
-2.740000e-07,0,0
-2.736000e-07,0,0
-2.732000e-07,0,0
-2.728000e-07,0,0
-2.724000e-07,0,-2
-2.720000e-07,0,-2
-2.716000e-07,0,0
-2.712000e-07,0,2
-2.708000e-07,0,0
-2.704000e-07,0,0
-2.700000e-07,0,0
-2.696000e-07,0,0
-2.692000e-07,0,0
-2.688000e-07,0,-2
-2.684000e-07,0,0
-2.680000e-07,0,-2
-2.676000e-07,0.2,0
-2.672000e-07,0.2,0
-2.668000e-07,-0.2,0
-2.664000e-07,0,-2
-2.660000e-07,0,0
-2.656000e-07,0.2,0
-2.652000e-07,0,-2
-2.648000e-07,0,0
-2.644000e-07,0,0
-2.640000e-07,0,0
-2.636000e-07,0,-2
-2.632000e-07,0,0
-2.628000e-07,0,0
-2.624000e-07,0,0
-2.620000e-07,0,0
-2.616000e-07,0,0
-2.612000e-07,0,0
-2.608000e-07,0,-2
-2.604000e-07,0,-2
-2.600000e-07,0,0
-2.596000e-07,0,0
-2.592000e-07,0,-2
-2.588000e-07,0,-2
-2.584000e-07,0,0
-2.580000e-07,0,0
-2.576000e-07,0,0
-2.572000e-07,0,0
-2.568000e-07,0,-2
-2.564000e-07,0,0
-2.560000e-07,0,-2
-2.556000e-07,0,-2
-2.552000e-07,0,0
-2.548000e-07,0,0
-2.544000e-07,0,-2
-2.540000e-07,0,0
-2.536000e-07,0,0
-2.532000e-07,0,-2
-2.528000e-07,0,-2
-2.524000e-07,0,-2
-2.520000e-07,-0.2,0
-2.516000e-07,0,-2
-2.512000e-07,0,-2
-2.508000e-07,0,0
-2.504000e-07,0,0
-2.500000e-07,0,-2
-2.496000e-07,0,-2
-2.492000e-07,0,0
-2.488000e-07,0,0
-2.484000e-07,0,-2
-2.480000e-07,0,-2
-2.476000e-07,0,0
-2.472000e-07,0,0
-2.468000e-07,0,-2
-2.464000e-07,0,-2
-2.460000e-07,0,0
-2.456000e-07,0,0
-2.452000e-07,0,0
-2.448000e-07,0.2,-2
-2.444000e-07,0,-2
-2.440000e-07,-0.2,-2
-2.436000e-07,-0.2,-2
-2.432000e-07,0,-2
-2.428000e-07,0,0
-2.424000e-07,0,0
-2.420000e-07,0,0
-2.416000e-07,0,0
-2.412000e-07,0,-2
-2.408000e-07,0,-2
-2.404000e-07,0,0
-2.400000e-07,0,0
-2.396000e-07,0,0
-2.392000e-07,0,0
-2.388000e-07,0,0
-2.384000e-07,0,0
-2.380000e-07,0,-2
-2.376000e-07,0,-2
-2.372000e-07,0,-2
-2.368000e-07,0,0
-2.364000e-07,0,0
-2.360000e-07,0,2
-2.356000e-07,0,0
-2.352000e-07,0,-2
-2.348000e-07,0,0
-2.344000e-07,0,0
-2.340000e-07,0,0
-2.336000e-07,0,-2
-2.332000e-07,0.2,0
-2.328000e-07,0,0
-2.324000e-07,0,0
-2.320000e-07,0,-2
-2.316000e-07,0,0
-2.312000e-07,0,-2
-2.308000e-07,0,0
-2.304000e-07,0,-2
-2.300000e-07,0,0
-2.296000e-07,0,0
-2.292000e-07,0,0
-2.288000e-07,0,0
-2.284000e-07,0,0
-2.280000e-07,0,0
-2.276000e-07,0,0
-2.272000e-07,0,0
-2.268000e-07,-0.2,0
-2.264000e-07,0,0
-2.260000e-07,0,-2
-2.256000e-07,0,0
-2.252000e-07,0,-2
-2.248000e-07,0,0
-2.244000e-07,0,0
-2.240000e-07,0,-2
-2.236000e-07,0,-2
-2.232000e-07,0,0
-2.228000e-07,0,0
-2.224000e-07,0,0
-2.220000e-07,0,-2
-2.216000e-07,0,-2
-2.212000e-07,0,-2
-2.208000e-07,0,-2
-2.204000e-07,0,-2
-2.200000e-07,0,-2
-2.196000e-07,0,-2
-2.192000e-07,0,0
-2.188000e-07,0,-2
-2.184000e-07,0,-2
-2.180000e-07,0,0
-2.176000e-07,0,0
-2.172000e-07,0,-2
-2.168000e-07,0,0
-2.164000e-07,0,0
-2.160000e-07,0,0
-2.156000e-07,0,0
-2.152000e-07,0,0
-2.148000e-07,0,-2
-2.144000e-07,0,0
-2.140000e-07,0,0
-2.136000e-07,-0.2,0
-2.132000e-07,0,0
-2.128000e-07,0,-2
-2.124000e-07,0,0
-2.120000e-07,0,-2
-2.116000e-07,0,-2
-2.112000e-07,0,-2
-2.108000e-07,0,0
-2.104000e-07,0,0
-2.100000e-07,0,0
-2.096000e-07,0,0
-2.092000e-07,0,0
-2.088000e-07,0,-2
-2.084000e-07,0,-2
-2.080000e-07,0,-2
-2.076000e-07,0,0
-2.072000e-07,0,0
-2.068000e-07,0,0
-2.064000e-07,0,-2
-2.060000e-07,0,0
-2.056000e-07,0,0
-2.052000e-07,0,-2
-2.048000e-07,0,-2
-2.044000e-07,0,0
-2.040000e-07,0,0
-2.036000e-07,0,0
-2.032000e-07,0,0
-2.028000e-07,0,0
-2.024000e-07,0,0
-2.020000e-07,0,-2
-2.016000e-07,0,-2
-2.012000e-07,0,-2
-2.008000e-07,0,0
-2.004000e-07,0,0
-2.000000e-07,0,0
-1.996000e-07,0,0
-1.992000e-07,0,0
-1.988000e-07,0,0
-1.984000e-07,0,-2
-1.980000e-07,0,0
-1.976000e-07,0,-2
-1.972000e-07,0,0
-1.968000e-07,0,0
-1.964000e-07,0,0
-1.960000e-07,0,0
-1.956000e-07,-0.2,0
-1.952000e-07,0,0
-1.948000e-07,0,-2
-1.944000e-07,0,-2
-1.940000e-07,0,-2
-1.936000e-07,0,-2
-1.932000e-07,0,0
-1.928000e-07,0,-2
-1.924000e-07,0,0
-1.920000e-07,0,-2
-1.916000e-07,0,-2
-1.912000e-07,0,-2
-1.908000e-07,0,0
-1.904000e-07,0,-2
-1.900000e-07,0,0
-1.896000e-07,0,-2
-1.892000e-07,0,-2
-1.888000e-07,0,0
-1.884000e-07,0,0
-1.880000e-07,0,0
-1.876000e-07,-0.2,0
-1.872000e-07,-0.2,0
-1.868000e-07,0,-2
-1.864000e-07,0,-2
-1.860000e-07,0,-2
-1.856000e-07,0,0
-1.852000e-07,0,0
